match_id,match_venue,match_innings,batting_team,bowling_team,total_score,run_rate
419120.0,Barabati Stadium,1.0,Deccan Chargers,Delhi Daredevils,47.0,7.833333333333333
419120.0,Barabati Stadium,2.0,Delhi Daredevils,Deccan Chargers,48.0,8.0
419121.0,"MA Chidambaram Stadium, Chepauk",1.0,Kings XI Punjab,Chennai Super Kings,38.0,6.333333333333333
419121.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Kings XI Punjab,42.0,7.0
419122.0,Brabourne Stadium,1.0,Kolkata Knight Riders,Mumbai Indians,37.0,6.166666666666667
419122.0,Brabourne Stadium,2.0,Mumbai Indians,Kolkata Knight Riders,57.0,9.5
419123.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Chennai Super Kings,38.0,6.333333333333333
419123.0,M Chinnaswamy Stadium,2.0,Chennai Super Kings,Royal Challengers Bangalore,29.0,4.833333333333333
419124.0,"Punjab Cricket Association Stadium, Mohali",1.0,Rajasthan Royals,Kings XI Punjab,53.0,8.833333333333334
419124.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Rajasthan Royals,75.0,12.5
419125.0,"Brabourne Stadium, Mumbai",1.0,Chennai Super Kings,Mumbai Indians,51.0,8.5
419125.0,"Brabourne Stadium, Mumbai",2.0,Mumbai Indians,Chennai Super Kings,63.0,10.5
419128.0,M Chinnaswamy Stadium,1.0,Delhi Daredevils,Royal Challengers Bangalore,64.0,10.666666666666666
419128.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Delhi Daredevils,42.0,7.0
419126.0,"Sardar Patel Stadium, Motera",1.0,Deccan Chargers,Rajasthan Royals,55.0,9.166666666666666
419126.0,"Sardar Patel Stadium, Motera",2.0,Rajasthan Royals,Deccan Chargers,54.0,9.0
419127.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kolkata Knight Riders,Kings XI Punjab,50.0,8.333333333333334
419127.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Kolkata Knight Riders,42.0,7.0
419129.0,"Sardar Patel Stadium, Motera",1.0,Rajasthan Royals,Chennai Super Kings,58.0,9.666666666666666
419129.0,"Sardar Patel Stadium, Motera",2.0,Chennai Super Kings,Rajasthan Royals,58.0,9.666666666666666
419130.0,Dr DY Patil Sports Academy,1.0,Mumbai Indians,Deccan Chargers,52.0,8.666666666666666
419130.0,Dr DY Patil Sports Academy,2.0,Deccan Chargers,Mumbai Indians,50.0,8.333333333333334
419131.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kolkata Knight Riders,62.0,10.333333333333334
419131.0,Feroz Shah Kotla,2.0,Kolkata Knight Riders,Delhi Daredevils,36.0,6.0
419132.0,Brabourne Stadium,1.0,Kings XI Punjab,Mumbai Indians,48.0,8.0
419132.0,Brabourne Stadium,2.0,Mumbai Indians,Kings XI Punjab,44.0,7.333333333333333
419133.0,"MA Chidambaram Stadium, Chepauk",1.0,Royal Challengers Bangalore,Chennai Super Kings,51.0,8.5
419133.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Royal Challengers Bangalore,56.0,9.333333333333334
419134.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Rajasthan Royals,52.0,8.666666666666666
419134.0,Feroz Shah Kotla,2.0,Rajasthan Royals,Delhi Daredevils,39.0,6.5
419135.0,Eden Gardens,1.0,Kolkata Knight Riders,Deccan Chargers,46.0,7.666666666666667
419135.0,Eden Gardens,2.0,Deccan Chargers,Kolkata Knight Riders,59.0,9.833333333333334
419136.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Royal Challengers Bangalore,41.0,6.833333333333333
419136.0,"Punjab Cricket Association Stadium, Mohali",2.0,Royal Challengers Bangalore,Kings XI Punjab,51.0,8.5
419138.0,Brabourne Stadium,1.0,Mumbai Indians,Deccan Chargers,53.0,8.833333333333334
419138.0,Brabourne Stadium,2.0,Deccan Chargers,Mumbai Indians,40.0,6.666666666666667
419137.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Rajasthan Royals,66.0,11.0
419137.0,"MA Chidambaram Stadium, Chepauk",2.0,Rajasthan Royals,Chennai Super Kings,62.0,10.333333333333334
419139.0,Eden Gardens,1.0,Kolkata Knight Riders,Kings XI Punjab,53.0,8.833333333333334
419139.0,Eden Gardens,2.0,Kings XI Punjab,Kolkata Knight Riders,69.0,11.5
419140.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Royal Challengers Bangalore,54.0,9.0
419140.0,Feroz Shah Kotla,2.0,Royal Challengers Bangalore,Delhi Daredevils,38.0,6.333333333333333
419141.0,"Vidarbha Cricket Association Stadium, Jamtha",1.0,Rajasthan Royals,Deccan Chargers,48.0,8.0
419141.0,"Vidarbha Cricket Association Stadium, Jamtha",2.0,Deccan Chargers,Rajasthan Royals,52.0,8.666666666666666
419142.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Mumbai Indians,42.0,7.0
419142.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Chennai Super Kings,46.0,7.666666666666667
419143.0,Sawai Mansingh Stadium,1.0,Kings XI Punjab,Rajasthan Royals,52.0,8.666666666666666
419143.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Kings XI Punjab,70.0,11.666666666666666
419144.0,Eden Gardens,1.0,Kolkata Knight Riders,Delhi Daredevils,50.0,8.333333333333334
419144.0,Eden Gardens,2.0,Delhi Daredevils,Kolkata Knight Riders,44.0,7.333333333333333
419145.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Deccan Chargers,46.0,7.666666666666667
419145.0,M Chinnaswamy Stadium,2.0,Deccan Chargers,Royal Challengers Bangalore,32.0,5.333333333333333
419146.0,"Punjab Cricket Association Stadium, Mohali",1.0,Mumbai Indians,Kings XI Punjab,51.0,8.5
419146.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Mumbai Indians,56.0,9.333333333333334
419148.0,M Chinnaswamy Stadium,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,60.0,10.0
419148.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,48.0,8.0
419147.0,"Vidarbha Cricket Association Stadium, Jamtha",1.0,Chennai Super Kings,Deccan Chargers,55.0,9.166666666666666
419147.0,"Vidarbha Cricket Association Stadium, Jamtha",2.0,Deccan Chargers,Chennai Super Kings,37.0,6.166666666666667
419150.0,Sawai Mansingh Stadium,1.0,Mumbai Indians,Rajasthan Royals,47.0,7.833333333333333
419150.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Mumbai Indians,33.0,5.5
419149.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kings XI Punjab,45.0,7.5
419149.0,Feroz Shah Kotla,2.0,Kings XI Punjab,Delhi Daredevils,39.0,6.5
419151.0,"Vidarbha Cricket Association Stadium, Jamtha",1.0,Deccan Chargers,Royal Challengers Bangalore,35.0,5.833333333333333
419151.0,"Vidarbha Cricket Association Stadium, Jamtha",2.0,Royal Challengers Bangalore,Deccan Chargers,37.0,6.166666666666667
419153.0,"MA Chidambaram Stadium, Chepauk",1.0,Kolkata Knight Riders,Chennai Super Kings,22.0,3.6666666666666665
419153.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Kolkata Knight Riders,67.0,11.166666666666666
419152.0,Brabourne Stadium,1.0,Mumbai Indians,Delhi Daredevils,44.0,7.333333333333333
419152.0,Brabourne Stadium,2.0,Delhi Daredevils,Mumbai Indians,68.0,11.333333333333334
419154.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,30.0,5.0
419154.0,Sawai Mansingh Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,59.0,9.833333333333334
419155.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Delhi Daredevils,39.0,6.5
419155.0,"MA Chidambaram Stadium, Chepauk",2.0,Delhi Daredevils,Chennai Super Kings,33.0,5.5
419156.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Deccan Chargers,43.0,7.166666666666667
419156.0,Himachal Pradesh Cricket Association Stadium,2.0,Deccan Chargers,Kings XI Punjab,45.0,7.5
419158.0,Eden Gardens,1.0,Rajasthan Royals,Kolkata Knight Riders,46.0,7.666666666666667
419158.0,Eden Gardens,2.0,Kolkata Knight Riders,Rajasthan Royals,42.0,7.0
419157.0,M Chinnaswamy Stadium,1.0,Mumbai Indians,Royal Challengers Bangalore,34.0,5.666666666666667
419157.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Mumbai Indians,34.0,5.666666666666667
419159.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Chennai Super Kings,49.0,8.166666666666666
419159.0,Himachal Pradesh Cricket Association Stadium,2.0,Chennai Super Kings,Kings XI Punjab,49.0,8.166666666666666
419160.0,Feroz Shah Kotla,1.0,Deccan Chargers,Delhi Daredevils,38.0,6.333333333333333
419160.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Deccan Chargers,39.0,6.5
419161.0,Eden Gardens,1.0,Mumbai Indians,Kolkata Knight Riders,42.0,7.0
419161.0,Eden Gardens,2.0,Kolkata Knight Riders,Mumbai Indians,44.0,7.333333333333333
419162.0,Dr DY Patil Sports Academy,1.0,Mumbai Indians,Royal Challengers Bangalore,54.0,9.0
419162.0,Dr DY Patil Sports Academy,2.0,Royal Challengers Bangalore,Mumbai Indians,44.0,7.333333333333333
419163.0,Dr DY Patil Sports Academy,1.0,Chennai Super Kings,Deccan Chargers,39.0,6.5
419163.0,Dr DY Patil Sports Academy,2.0,Deccan Chargers,Chennai Super Kings,23.0,3.8333333333333335
419164.0,Dr DY Patil Sports Academy,1.0,Deccan Chargers,Royal Challengers Bangalore,27.0,4.5
419164.0,Dr DY Patil Sports Academy,2.0,Royal Challengers Bangalore,Deccan Chargers,32.0,5.333333333333333
419165.0,Dr DY Patil Sports Academy,1.0,Chennai Super Kings,Mumbai Indians,39.0,6.5
419165.0,Dr DY Patil Sports Academy,2.0,Mumbai Indians,Chennai Super Kings,32.0,5.333333333333333
501198.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Kolkata Knight Riders,45.0,7.5
501198.0,"MA Chidambaram Stadium, Chepauk",2.0,Kolkata Knight Riders,Chennai Super Kings,51.0,8.5
501199.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Rajasthan Royals,44.0,7.333333333333333
501199.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Rajasthan Royals,Deccan Chargers,31.0,5.166666666666667
501200.0,Nehru Stadium,1.0,Kochi Tuskers Kerala,Royal Challengers Bangalore,60.0,10.0
501200.0,Nehru Stadium,2.0,Royal Challengers Bangalore,Kochi Tuskers Kerala,48.0,8.0
501202.0,Dr DY Patil Sports Academy,1.0,Kings XI Punjab,Pune Warriors,36.0,6.0
501202.0,Dr DY Patil Sports Academy,2.0,Pune Warriors,Kings XI Punjab,44.0,7.333333333333333
501201.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Mumbai Indians,38.0,6.333333333333333
501201.0,Feroz Shah Kotla,2.0,Mumbai Indians,Delhi Daredevils,31.0,5.166666666666667
501203.0,Eden Gardens,1.0,Kolkata Knight Riders,Deccan Chargers,46.0,7.666666666666667
501203.0,Eden Gardens,2.0,Deccan Chargers,Kolkata Knight Riders,30.0,5.0
501204.0,Sawai Mansingh Stadium,1.0,Delhi Daredevils,Rajasthan Royals,30.0,5.0
501204.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Delhi Daredevils,57.0,9.5
501205.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Mumbai Indians,24.0,4.0
501205.0,M Chinnaswamy Stadium,2.0,Mumbai Indians,Royal Challengers Bangalore,40.0,6.666666666666667
501207.0,Dr DY Patil Sports Academy,1.0,Kochi Tuskers Kerala,Pune Warriors,37.0,6.166666666666667
501207.0,Dr DY Patil Sports Academy,2.0,Pune Warriors,Kochi Tuskers Kerala,44.0,7.333333333333333
501206.0,"Punjab Cricket Association Stadium, Mohali",1.0,Chennai Super Kings,Kings XI Punjab,31.0,5.166666666666667
501206.0,"Punjab Cricket Association Stadium, Mohali",2.0,Kings XI Punjab,Chennai Super Kings,65.0,10.833333333333334
501208.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Royal Challengers Bangalore,41.0,6.833333333333333
501208.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Royal Challengers Bangalore,Deccan Chargers,28.0,4.666666666666667
501209.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Kolkata Knight Riders,31.0,5.166666666666667
501209.0,Sawai Mansingh Stadium,2.0,Kolkata Knight Riders,Rajasthan Royals,62.0,10.333333333333334
501210.0,Wankhede Stadium,1.0,Mumbai Indians,Kochi Tuskers Kerala,44.0,7.333333333333333
501210.0,Wankhede Stadium,2.0,Kochi Tuskers Kerala,Mumbai Indians,45.0,7.5
501211.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Royal Challengers Bangalore,45.0,7.5
501211.0,"MA Chidambaram Stadium, Chepauk",2.0,Royal Challengers Bangalore,Chennai Super Kings,33.0,5.5
501212.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Kings XI Punjab,48.0,8.0
501212.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Kings XI Punjab,Deccan Chargers,62.0,10.333333333333334
501213.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Delhi Daredevils,62.0,10.333333333333334
501213.0,Dr DY Patil Sports Academy,2.0,Delhi Daredevils,Pune Warriors,65.0,10.833333333333334
501214.0,Eden Gardens,1.0,Rajasthan Royals,Kolkata Knight Riders,36.0,6.0
501214.0,Eden Gardens,2.0,Kolkata Knight Riders,Rajasthan Royals,26.0,4.333333333333333
501215.0,Nehru Stadium,1.0,Chennai Super Kings,Kochi Tuskers Kerala,42.0,7.0
501215.0,Nehru Stadium,2.0,Kochi Tuskers Kerala,Chennai Super Kings,49.0,8.166666666666666
501216.0,Feroz Shah Kotla,1.0,Deccan Chargers,Delhi Daredevils,43.0,7.166666666666667
501216.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Deccan Chargers,38.0,6.333333333333333
501218.0,Wankhede Stadium,1.0,Pune Warriors,Mumbai Indians,33.0,5.5
501218.0,Wankhede Stadium,2.0,Mumbai Indians,Pune Warriors,32.0,5.333333333333333
501219.0,Eden Gardens,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders,45.0,7.5
501219.0,Eden Gardens,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala,37.0,6.166666666666667
501220.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Rajasthan Royals,77.0,12.833333333333334
501220.0,"Punjab Cricket Association Stadium, Mohali",2.0,Rajasthan Royals,Kings XI Punjab,45.0,7.5
501222.0,Eden Gardens,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,48.0,8.0
501222.0,Eden Gardens,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,57.0,9.5
501221.0,Wankhede Stadium,1.0,Mumbai Indians,Chennai Super Kings,34.0,5.666666666666667
501221.0,Wankhede Stadium,2.0,Chennai Super Kings,Mumbai Indians,44.0,7.333333333333333
501223.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kings XI Punjab,69.0,11.5
501223.0,Feroz Shah Kotla,2.0,Kings XI Punjab,Delhi Daredevils,46.0,7.666666666666667
501225.0,Sawai Mansingh Stadium,1.0,Kochi Tuskers Kerala,Rajasthan Royals,32.0,5.333333333333333
501225.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Kochi Tuskers Kerala,38.0,6.333333333333333
501224.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Mumbai Indians,Deccan Chargers,56.0,9.333333333333334
501224.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Mumbai Indians,41.0,6.833333333333333
501226.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Pune Warriors,45.0,7.5
501226.0,"MA Chidambaram Stadium, Chepauk",2.0,Pune Warriors,Chennai Super Kings,40.0,6.666666666666667
501227.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Royal Challengers Bangalore,42.0,7.0
501227.0,Feroz Shah Kotla,2.0,Royal Challengers Bangalore,Delhi Daredevils,65.0,10.833333333333334
501228.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Chennai Super Kings,37.0,6.166666666666667
501228.0,Dr DY Patil Sports Academy,2.0,Chennai Super Kings,Pune Warriors,28.0,4.666666666666667
501229.0,Nehru Stadium,1.0,Deccan Chargers,Kochi Tuskers Kerala,20.0,3.3333333333333335
501229.0,Nehru Stadium,2.0,Kochi Tuskers Kerala,Deccan Chargers,29.0,4.833333333333333
501230.0,Feroz Shah Kotla,1.0,Kolkata Knight Riders,Delhi Daredevils,42.0,7.0
501230.0,Feroz Shah Kotla,2.0,Delhi Daredevils,Kolkata Knight Riders,40.0,6.666666666666667
501232.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Pune Warriors,57.0,9.5
501232.0,M Chinnaswamy Stadium,2.0,Pune Warriors,Royal Challengers Bangalore,42.0,7.0
501231.0,Sawai Mansingh Stadium,1.0,Mumbai Indians,Rajasthan Royals,31.0,5.166666666666667
501231.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Mumbai Indians,18.0,3.0
501233.0,Nehru Stadium,1.0,Delhi Daredevils,Kochi Tuskers Kerala,34.0,5.666666666666667
501233.0,Nehru Stadium,2.0,Kochi Tuskers Kerala,Delhi Daredevils,37.0,6.166666666666667
501234.0,Eden Gardens,1.0,Kings XI Punjab,Kolkata Knight Riders,40.0,6.666666666666667
501234.0,Eden Gardens,2.0,Kolkata Knight Riders,Kings XI Punjab,45.0,7.5
501236.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Deccan Chargers,34.0,5.666666666666667
501236.0,"MA Chidambaram Stadium, Chepauk",2.0,Deccan Chargers,Chennai Super Kings,64.0,10.666666666666666
501235.0,Sawai Mansingh Stadium,1.0,Pune Warriors,Rajasthan Royals,49.0,8.166666666666666
501235.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Pune Warriors,34.0,5.666666666666667
501237.0,Wankhede Stadium,1.0,Mumbai Indians,Kings XI Punjab,35.0,5.833333333333333
501237.0,Wankhede Stadium,2.0,Kings XI Punjab,Mumbai Indians,24.0,4.0
501238.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Kochi Tuskers Kerala,42.0,7.0
501238.0,Feroz Shah Kotla,2.0,Kochi Tuskers Kerala,Delhi Daredevils,65.0,10.833333333333334
501239.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Kolkata Knight Riders,Deccan Chargers,40.0,6.666666666666667
501239.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Deccan Chargers,Kolkata Knight Riders,41.0,6.833333333333333
501240.0,"MA Chidambaram Stadium, Chepauk",1.0,Rajasthan Royals,Chennai Super Kings,47.0,7.833333333333333
501240.0,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,Rajasthan Royals,43.0,7.166666666666667
501241.0,Dr DY Patil Sports Academy,1.0,Mumbai Indians,Pune Warriors,45.0,7.5
501241.0,Dr DY Patil Sports Academy,2.0,Pune Warriors,Mumbai Indians,30.0,5.0
501242.0,Nehru Stadium,1.0,Kochi Tuskers Kerala,Kolkata Knight Riders,35.0,5.833333333333333
501242.0,Nehru Stadium,2.0,Kolkata Knight Riders,Kochi Tuskers Kerala,43.0,7.166666666666667
501243.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Delhi Daredevils,43.0,7.166666666666667
501243.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Delhi Daredevils,Deccan Chargers,25.0,4.166666666666667
501244.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Kings XI Punjab,48.0,8.0
501244.0,M Chinnaswamy Stadium,2.0,Kings XI Punjab,Royal Challengers Bangalore,38.0,6.333333333333333
501245.0,Eden Gardens,1.0,Chennai Super Kings,Kolkata Knight Riders,15.0,2.5
501245.0,Eden Gardens,2.0,Kolkata Knight Riders,Chennai Super Kings,33.0,5.5
501246.0,Wankhede Stadium,1.0,Mumbai Indians,Delhi Daredevils,50.0,8.333333333333334
501246.0,Wankhede Stadium,2.0,Delhi Daredevils,Mumbai Indians,23.0,3.8333333333333335
501248.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Pune Warriors,34.0,5.666666666666667
501248.0,"Punjab Cricket Association Stadium, Mohali",2.0,Pune Warriors,Kings XI Punjab,40.0,6.666666666666667
501247.0,M Chinnaswamy Stadium,1.0,Kochi Tuskers Kerala,Royal Challengers Bangalore,49.0,8.166666666666666
501247.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kochi Tuskers Kerala,79.0,13.166666666666666
501249.0,Sawai Mansingh Stadium,1.0,Chennai Super Kings,Rajasthan Royals,51.0,8.5
501249.0,Sawai Mansingh Stadium,2.0,Rajasthan Royals,Chennai Super Kings,48.0,8.0
501251.0,"Punjab Cricket Association Stadium, Mohali",1.0,Kings XI Punjab,Mumbai Indians,39.0,6.5
501251.0,"Punjab Cricket Association Stadium, Mohali",2.0,Mumbai Indians,Kings XI Punjab,33.0,5.5
501250.0,"Rajiv Gandhi International Stadium, Uppal",1.0,Deccan Chargers,Pune Warriors,50.0,8.333333333333334
501250.0,"Rajiv Gandhi International Stadium, Uppal",2.0,Pune Warriors,Deccan Chargers,52.0,8.666666666666666
501252.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Royal Challengers Bangalore,43.0,7.166666666666667
501252.0,Sawai Mansingh Stadium,2.0,Royal Challengers Bangalore,Rajasthan Royals,66.0,11.0
501253.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Delhi Daredevils,42.0,7.0
501253.0,"MA Chidambaram Stadium, Chepauk",2.0,Delhi Daredevils,Chennai Super Kings,52.0,8.666666666666666
501254.0,Holkar Cricket Stadium,1.0,Kochi Tuskers Kerala,Kings XI Punjab,61.0,10.166666666666666
501254.0,Holkar Cricket Stadium,2.0,Kings XI Punjab,Kochi Tuskers Kerala,49.0,8.166666666666666
501256.0,Wankhede Stadium,1.0,Deccan Chargers,Mumbai Indians,32.0,5.333333333333333
501256.0,Wankhede Stadium,2.0,Mumbai Indians,Deccan Chargers,26.0,4.333333333333333
501255.0,M Chinnaswamy Stadium,1.0,Kolkata Knight Riders,Royal Challengers Bangalore,33.0,5.5
501255.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Kolkata Knight Riders,65.0,10.833333333333334
501257.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Delhi Daredevils,43.0,7.166666666666667
501257.0,Himachal Pradesh Cricket Association Stadium,2.0,Delhi Daredevils,Kings XI Punjab,42.0,7.0
501258.0,Holkar Cricket Stadium,1.0,Rajasthan Royals,Kochi Tuskers Kerala,32.0,5.333333333333333
501258.0,Holkar Cricket Stadium,2.0,Kochi Tuskers Kerala,Rajasthan Royals,87.0,14.5
501259.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Deccan Chargers,39.0,6.5
501259.0,Dr DY Patil Sports Academy,2.0,Deccan Chargers,Pune Warriors,56.0,9.333333333333334
501260.0,Himachal Pradesh Cricket Association Stadium,1.0,Kings XI Punjab,Royal Challengers Bangalore,30.0,5.0
501260.0,Himachal Pradesh Cricket Association Stadium,2.0,Royal Challengers Bangalore,Kings XI Punjab,34.0,5.666666666666667
501261.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Kochi Tuskers Kerala,41.0,6.833333333333333
501261.0,"MA Chidambaram Stadium, Chepauk",2.0,Kochi Tuskers Kerala,Chennai Super Kings,40.0,6.666666666666667
501262.0,Dr DY Patil Sports Academy,1.0,Pune Warriors,Kolkata Knight Riders,28.0,4.666666666666667
501262.0,Dr DY Patil Sports Academy,2.0,Kolkata Knight Riders,Pune Warriors,44.0,7.333333333333333
501263.0,Wankhede Stadium,1.0,Mumbai Indians,Rajasthan Royals,26.0,4.333333333333333
501263.0,Wankhede Stadium,2.0,Rajasthan Royals,Mumbai Indians,52.0,8.666666666666666
501264.0,Himachal Pradesh Cricket Association Stadium,1.0,Deccan Chargers,Kings XI Punjab,58.0,9.666666666666666
501264.0,Himachal Pradesh Cricket Association Stadium,2.0,Kings XI Punjab,Deccan Chargers,45.0,7.5
501265.0,Feroz Shah Kotla,1.0,Delhi Daredevils,Pune Warriors,32.0,5.333333333333333
501266.0,M Chinnaswamy Stadium,1.0,Chennai Super Kings,Royal Challengers Bangalore,23.0,3.8333333333333335
501266.0,M Chinnaswamy Stadium,2.0,Royal Challengers Bangalore,Chennai Super Kings,44.0,7.333333333333333
501267.0,Eden Gardens,1.0,Kolkata Knight Riders,Mumbai Indians,46.0,7.666666666666667
501267.0,Eden Gardens,2.0,Mumbai Indians,Kolkata Knight Riders,52.0,8.666666666666666
501268.0,Wankhede Stadium,1.0,Royal Challengers Bangalore,Chennai Super Kings,43.0,7.166666666666667
501268.0,Wankhede Stadium,2.0,Chennai Super Kings,Royal Challengers Bangalore,25.0,4.166666666666667
501269.0,Wankhede Stadium,1.0,Kolkata Knight Riders,Mumbai Indians,25.0,4.166666666666667
501269.0,Wankhede Stadium,2.0,Mumbai Indians,Kolkata Knight Riders,62.0,10.333333333333334
501270.0,"MA Chidambaram Stadium, Chepauk",1.0,Royal Challengers Bangalore,Mumbai Indians,68.0,11.333333333333334
501270.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Royal Challengers Bangalore,48.0,8.0
501271.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Royal Challengers Bangalore,56.0,9.333333333333334
501271.0,"MA Chidambaram Stadium, Chepauk",2.0,Royal Challengers Bangalore,Chennai Super Kings,47.0,7.833333333333333
548306.0,"MA Chidambaram Stadium, Chepauk",1.0,Chennai Super Kings,Mumbai Indians,42.0,7.0
548306.0,"MA Chidambaram Stadium, Chepauk",2.0,Mumbai Indians,Chennai Super Kings,53.0,8.833333333333334
548307.0,Eden Gardens,1.0,Kolkata Knight Riders,Delhi Daredevils,40.0,6.666666666666667
548307.0,Eden Gardens,2.0,Delhi Daredevils,Kolkata Knight Riders,48.0,8.0
548308.0,Wankhede Stadium,1.0,Pune Warriors,Mumbai Indians,30.0,5.0
548308.0,Wankhede Stadium,2.0,Mumbai Indians,Pune Warriors,27.0,4.5
548309.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Kings XI Punjab,57.0,9.5
548309.0,Sawai Mansingh Stadium,2.0,Kings XI Punjab,Rajasthan Royals,45.0,7.5
548311.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1.0,Chennai Super Kings,Deccan Chargers,44.0,7.333333333333333
548311.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2.0,Deccan Chargers,Chennai Super Kings,45.0,7.5
548310.0,M Chinnaswamy Stadium,1.0,Royal Challengers Bangalore,Delhi Daredevils,46.0,7.666666666666667
548310.0,M Chinnaswamy Stadium,2.0,Delhi Daredevils,Royal Challengers Bangalore,46.0,7.666666666666667
548313.0,Subrata Roy Sahara Stadium,1.0,Pune Warriors,Kings XI Punjab,38.0,6.333333333333333
548313.0,Subrata Roy Sahara Stadium,2.0,Kings XI Punjab,Pune Warriors,19.0,3.1666666666666665
548312.0,Sawai Mansingh Stadium,1.0,Rajasthan Royals,Kolkata Knight Riders,37.0,6.166666666666667
