index,match_id,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,total_runs
197,335984,Feroz Shah Kotla,2,1.5,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,0
198,335984,Feroz Shah Kotla,2,1.6,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,1
199,335984,Feroz Shah Kotla,2,1.7,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,0
200,335984,Feroz Shah Kotla,2,2.1,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,0
201,335984,Feroz Shah Kotla,2,2.2,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,4
202,335984,Feroz Shah Kotla,2,2.3,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,0
203,335984,Feroz Shah Kotla,2,2.4,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,1
204,335984,Feroz Shah Kotla,2,2.5,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,MM Patel,0
205,335984,Feroz Shah Kotla,2,2.6,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,MM Patel,0
206,335984,Feroz Shah Kotla,2,3.1,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SR Watson,1
207,335984,Feroz Shah Kotla,2,3.2,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,0
208,335984,Feroz Shah Kotla,2,3.3,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,4
209,335984,Feroz Shah Kotla,2,3.4,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SR Watson,1
210,335984,Feroz Shah Kotla,2,3.5,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SR Watson,4
211,335984,Feroz Shah Kotla,2,3.6,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SR Watson,0
212,335984,Feroz Shah Kotla,2,4.1,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,MM Patel,0
213,335984,Feroz Shah Kotla,2,4.2,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,MM Patel,1
214,335984,Feroz Shah Kotla,2,4.3,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,6
215,335984,Feroz Shah Kotla,2,4.4,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,4
216,335984,Feroz Shah Kotla,2,4.5,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,0
217,335984,Feroz Shah Kotla,2,4.6,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,MM Patel,1
218,335984,Feroz Shah Kotla,2,5.1,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SK Trivedi,0
219,335984,Feroz Shah Kotla,2,5.2,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SK Trivedi,1
220,335984,Feroz Shah Kotla,2,5.3,Delhi Daredevils,Rajasthan Royals,G Gambhir,S Dhawan,SK Trivedi,1
221,335984,Feroz Shah Kotla,2,5.4,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,0
222,335984,Feroz Shah Kotla,2,5.5,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,4
223,335984,Feroz Shah Kotla,2,5.6,Delhi Daredevils,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,1
